student_id,first_name,last_name,age,email,phone_number,address,city,state,course
483,Palm,Paskerful,21,ppaskerfulde@mail.ru,926-418-4171,3 Shelley Terrace,Florianópolis,,Arts
484,Gretal,Di Dello,24,gdidellodf@gizmodo.com,256-473-1453,52088 Kennedy Street,Chimoio,,Engineering
485,Doria,Gert,20,dgertdg@youtu.be,498-772-2042,958 Hauk Avenue,Verkhniye Achaluki,,Arts
486,Elana,Prandini,23,eprandinidh@furl.net,472-124-7392,1 Orin Center,Xirikxiy,,Medicine
487,Garrott,Nesby,25,gnesbydi@smugmug.com,474-700-2957,00027 Menomonie Park,Cihaur,,Medicine
488,Mel,Alliot,19,malliotdj@cloudflare.com,990-318-5111,85326 Del Mar Court,Fengyuan,,Medicine
489,Ashien,Laydon,21,alaydondk@seattletimes.com,712-516-1927,26298 Melrose Plaza,Peñaflor,,Business
490,Farlie,Shetliff,19,fshetliffdl@over-blog.com,536-960-7730,973 Eggendart Way,Kōchi-shi,,Engineering
491,Waldo,Engelbrecht,19,wengelbrechtdm@addthis.com,773-703-9432,8190 Esker Court,Bel Air Rivière Sèche,,Medicine
492,Francesca,Kestle,21,fkestledn@google.nl,705-618-1898,69116 Pond Way,Sinjhoro,,Arts
493,Rickert,Cleveland,18,rclevelanddo@ft.com,177-873-6935,215 Browning Alley,Khōst,,Science
494,Kym,Tibalt,23,ktibaltdp@cam.ac.uk,532-607-7523,2954 Sycamore Park,San Marcos,,Engineering
495,Prudi,Schimonek,22,pschimonekdq@ning.com,107-792-8047,6 Becker Pass,Rivadavia,,Arts
496,Grove,Filipov,21,gfilipovdr@taobao.com,762-586-5731,04128 Morningstar Pass,Jendouba,,Engineering
497,Willetta,Izkoveski,21,wizkoveskids@instagram.com,265-430-2801,5 Mesta Point,Wa’eryi,,Business
498,Irita,Everson,19,ieversondt@unblog.fr,169-318-1781,296 Grasskamp Place,Malangabang,,Medicine
499,Had,Readshaw,21,hreadshawdu@bigcartel.com,283-640-8293,28 Onsgard Crossing,Kafr al Labad,,Business
500,Augustus,Nipper,19,anipperdv@xinhuanet.com,472-577-3032,06654 Pearson Plaza,Cao Thượng,,Engineering
